Subject-ID,Label,One Hot,Binary Label,One Hot,CH26_A-PEAK,CH26_A-P2P,CH26_A-RMS,CH26_A-MLocMaxV,CH26_A-MINLocMinV,CH26_A-MAV,CH26_A-MAVFD,CH26_A-MAVFDN,CH26_A-MAVSD,CH26_A-MAVSDN,CH26_F-zc,CH26_F-fmode,CH26_F-bw,CH26_F-cf,CH26_F-fmean,CH26_F-fmed,CH26_S-median,CH26_S-freqpond,CH26_S-area,CH26_S-areapond,CH26_S-me,CH26_S-sd,CH26_E-Aprox,CH26_E-Fuzzy,CH26_E-Sample,CH26_E-Shannon,CH26_E-Spectral,CH26_L-pldf,CH26_L-ldf,CH26_V-var,CH26_V-std,CH26_V-range,CH26_V-intrange,CH26_Sim-cohe_F_median,CH26_Sim-cohe_mean,CH26_Sim-cohe_pond_mean,CH26_Sim-cohe_areapond,CH26_Sim-corr,CH26_Sim-MutInfo,CH25_meanRR,CH25_rmssd,CH25_slopeRR
20120725-14_m_27,level_one,1,level_four,1,15.025,0.232,14.89972054,14.90197503,14.89596284,14.89957934,0.003722656,0.057378595,0.006359858,0.0980267,0,0,0,0,0.1,2.19E-11,132,130.8322522,38.16452544,0.013547932,0.066777562,0.007293816,0.0444494,0.053938845,0.044277805,5.334967784,8.67E-11,33752054999,0.997372796,0.004209263,0.064878833,0.232,0.1165,255,0.98552304,127.7899251,252.514687,0.60666365,7.633043217,0.99907652,0.979382891,-0.036914062
20120725-14_m_27,level_zero,0,level_zero,0,15.263,0.444,15.11573079,15.12173799,15.11411797,15.11525985,0.003700284,0.031006241,0.006365542,0.053339558,0,0,0,0,0.1,2.34E-11,132,130.9178238,37.99928011,0.013489272,0.12307221,0.013245978,0.021339435,0.023655781,0.018252043,5.604566019,9.99E-11,2.54E+11,0.998829115,0.01424203,0.119339978,0.444,0.191,256,0.984730696,127.8449305,252.2538295,0.720318719,8.056003639,1.075794683,1.075766188,0.011523437
20120725-14_m_27,level_two,2,level_four,1,14.631,0.158,14.53881094,14.54073947,14.53530089,14.53873305,0.00331392,0.069622987,0.005656483,0.118838474,0,0,0,0,0.1,1.80E-11,131,130.3751106,38.20289011,0.013561551,0.048852571,0.006937188,0.046936861,0.058637948,0.041679586,4.737138629,7.81E-11,54503259302,0.995588778,0.002265577,0.047598079,0.158,0.097,255,0.98322898,127.7434493,251.8979637,0.715332657,6.761909015,0.899925609,0.880424594,-0.017773438
20120725-14_m_27,level_two,2,level_four,1,14.748,0.567,14.33590602,14.33778218,14.32991397,14.33505183,0.003327415,0.02125844,0.005668917,0.036218004,0,0,0,0,0.1,2.27E-11,132,131.0696293,38.1224974,0.013533013,0.162688941,0.018901627,0.011260011,0.014001075,0.008400283,5.410450114,1.07E-10,5.15E+11,0.997959157,0.024499155,0.156522059,0.567,0.273,255,0.984606582,127.8755237,252.2678496,0.95126804,7.981519386,0.859269875,0.836411816,-0.0359375
20120725-14_m_27,level_two,2,level_four,1,14.592,0.281,14.39791212,14.40099782,14.39605022,14.39776713,0.003252131,0.05032223,0.005620249,0.086965584,0,0,0,0,0.1,1.66E-11,132,130.764942,38.08348721,0.013519165,0.065663023,0.012232545,0.039652257,0.047103847,0.040710029,5.143133736,6.94E-11,83030180571,0.997421335,0.004176536,0.064626124,0.281,0.087,255,0.985152297,127.8095477,252.3646185,0.18044897,7.478977221,0.912615589,0.901338382,0.027148437
20120725-14_m_27,level_four,4,level_four,1,14.188,0.231,14.03494756,14.03678009,14.03116927,14.03479766,0.003245384,0.050021688,0.005543517,0.085443236,0,0,0,0,0.1,2.02E-11,132,130.5695274,37.70083712,0.013383329,0.064363889,0.014750993,0.036499847,0.040724921,0.030234111,4.947953966,9.04E-11,94972915013,0.996669518,0.004209353,0.064879529,0.233,0.0865,255,0.986678094,127.9453914,252.61465,0.798197163,7.065073305,0.9104544,0.88573391,-0.0328125
20120725-14_m_27,level_four,4,level_four,1,15.09,0.482,14.86296917,14.86620712,14.86084389,14.86240682,0.003539418,0.027370687,0.006120782,0.047332644,0,0,0,0,0.1,2.08E-11,132,130.2824169,37.89701707,0.01345297,0.133996668,0.015339481,0.016257845,0.019397089,0.012510177,5.42301011,8.61E-11,87315696151,0.997754535,0.016722154,0.129314168,0.482,0.237,255,0.983514591,127.7366064,251.9679288,0.932193248,7.934084116,1.066365379,1.068518484,-0.106835938
20120725-14_m_27,level_one,1,level_four,1,14.637,0.305,14.47011986,14.47254674,14.46826211,14.46995101,0.003491122,0.049933773,0.005989698,0.085671084,0,0,0,0,0.1,1.86E-11,132,130.6281354,38.12276243,0.013533107,0.072908476,0.004867309,0.036680605,0.042822165,0.032003463,5.372469245,7.23E-11,88547198981,0.995321298,0.004888114,0.069915049,0.305,0.0755,255,0.985431531,127.7555345,252.4349474,0.953922502,7.675389467,0.982179366,0.957642489,0.074414062
20120725-14_m_27,level_zero,0,level_zero,0,14.227,0.305,14.07860568,14.08219457,14.0772149,14.07837558,0.003257457,0.040462169,0.005664298,0.070358495,0,0,0,0,0.1,1.62E-11,132,130.6438636,37.91112711,0.013457979,0.084327801,0.003010667,0.029585284,0.036804233,0.030418749,5.575046927,6.42E-11,1.49E+11,0.996476618,0.006481256,0.080506248,0.305,0.114,256,0.988195072,128.0343231,253.018789,0.982954816,7.966937309,0.925938307,0.895475014,0.023242188
20120725-14_m_27,level_two,2,level_four,1,14.693,1.059,14.20480642,14.21674864,14.20883951,14.20097906,0.003470526,0.010523609,0.00590302,0.017899614,0,0,0,0,0.1,3.75E-11,131,130.3350146,37.82730272,0.013428222,0.344906241,0.022302713,0.007658266,0.008570636,0.007187927,6.359072138,2.08E-10,7.07E+11,0.99881324,0.108757979,0.329784747,1.059,0.6395,255,0.985199869,127.8610008,252.4010381,0.942176952,9.338262128,0,0,0.112220982
20120725-14_m_27,level_one,1,level_four,1,13.994,0.199,13.90453384,13.90521374,13.90128571,13.90442492,0.003055398,0.055507247,0.005227353,0.09496505,0,0,0,0,0.1,1.56E-11,132,130.609923,38.03335792,0.01350137,0.054854695,0.011191045,0.040766451,0.049437737,0.038663526,5.081351044,6.81E-11,60322975982,0.995904764,0.003029955,0.055045024,0.199,0.0985,255,0.985084593,127.7422235,252.4122322,0.275744392,7.253264757,1.049407064,1.045630408,0.079492187
20120725-14_m_27,level_zero,0,level_zero,0,14.411,0.34,14.26198319,14.26288669,14.25852198,14.26175151,0.003296165,0.040539777,0.005644405,0.069420958,0,0,0,0,0.1,2.16E-11,132,130.5185595,38.08278658,0.013518916,0.083270628,0.009357836,0.025590911,0.033346728,0.02269513,5.39277085,1.01E-10,62169592568,0.997363889,0.006610817,0.081306929,0.341,0.103,255,0.985311108,127.841278,252.4476193,0.798273397,7.779062122,0.929324045,0.903367726,0.051171875
20120725-14_m_27,level_one,1,level_four,1,14.229,0.422,13.96013511,13.96103407,13.95665574,13.95954739,0.003162997,0.024687671,0.005452931,0.042560948,0,0,0,0,0.1,1.76E-11,131,130.7898503,38.242658,0.013575668,0.133949436,0.006102951,0.020415445,0.019570549,0.019117077,5.677312995,7.59E-11,68360366298,0.998212086,0.016414867,0.128120518,0.422,0.2295,255,0.985409778,127.8314777,252.4281228,0.848368051,8.137174608,0.911983716,0.883369585,0.061523438
20120725-14_m_27,level_zero,0,level_zero,0,13.905,0.295,13.76958633,13.77095084,13.76570225,13.76924494,0.003051136,0.03146195,0.005162345,0.053231783,0,0,0,0,0.1,1.89E-11,132,130.4639081,37.9182485,0.013460507,0.100646015,0.009154075,0.024684974,0.027514286,0.024863711,4.998011198,8.91E-11,87362741921,0.997833641,0.009404852,0.096978616,0.295,0.178,255,0.98559012,127.7273692,252.5328469,0.966557064,7.724961241,0.880139155,0.86138267,0.0546875
20120725-14_m_27,level_two,2,level_four,1,14.659,1.162,14.15706819,14.15113505,14.15174723,14.15395882,0.003325284,0.011205669,0.005657549,0.019065023,0,0,0,0,0.1,3.50E-11,131,130.2915002,37.72633493,0.01339238,0.309950118,0.018799435,0.008729067,0.00966699,0.008667371,6.539613301,2.02E-10,3.80E+12,0.997997184,0.088060666,0.296750174,1.162,0.374,255,0.987231706,127.8653301,252.9454541,0.907575069,9.582951167,0.809622726,0.774260314,-0.030524554
20120725-14_m_27,level_four,4,level_four,1,14.538,0.26,14.36211596,14.36464978,14.3588324,14.36201668,0.003341264,0.062558871,0.005687744,0.106492284,0,0,0,0,0.1,2.03E-11,131,130.4016556,37.94954077,0.013471615,0.052869686,0.013861465,0.048720323,0.059030093,0.048428891,4.891008251,9.01E-11,2.33E+11,0.995535901,0.002852619,0.053409919,0.26,0.071,255,0.985632258,127.8513367,252.5047561,0.044537841,7.182980762,0.944969813,0.933229486,-0.032617188
20120725-14_m_27,level_one,1,level_four,1,14.193,0.205,14.09203515,14.09470779,14.09037648,14.09194888,0.003255327,0.066007523,0.005615631,0.11386687,0,0,0,0,0.1,2.08E-11,131,130.5500015,37.99352751,0.01348723,0.048203233,0.01072496,0.051455419,0.062305628,0.051014735,5.049801688,9.38E-11,75050562310,0.996398079,0.002432217,0.049317511,0.205,0.057,255,0.985099877,127.7536665,252.399456,0.21965034,7.210146559,0.897325772,0.889064253,0.005970982
20120725-14_m_27,level_zero,0,level_zero,0,15.08,1.129,14.68454758,14.68938298,14.68634296,14.67922151,0.003544034,0.008960071,0.005925755,0.014981567,0,0,0,0,0.1,6.06E-11,132,130.2723505,38.20808904,0.013563397,0.410517298,0.052548209,0.005845828,0.005683903,0.004791507,5.6293229,4.23E-10,1.87E+11,0.999136568,0.156449043,0.395536398,1.129,0.736,255,0.985295709,128.0244706,252.2981591,0.796612677,8.698268938,0.871481766,0.855321496,-0.048632813
20120725-14_m_27,level_four,4,level_four,1,15.177,0.298,14.98155501,14.98416167,14.97945833,14.98137877,0.003655185,0.050291211,0.006299467,0.086673551,0,0,0,0,0.1,2.20E-11,132,130.555565,37.89032849,0.013450596,0.074923322,0.009025351,0.040244155,0.040901513,0.0375165,5.146004583,9.18E-11,87507115448,0.996864947,0.005282439,0.072680386,0.298,0.053,255,0.984244893,127.8659167,252.1134383,0.309809977,7.393750067,0.928597964,0.881471392,-0.027929688
20120725-14_m_27,level_three,3,level_four,1,14.37,0.208,14.23641916,14.2385883,14.23355459,14.23632552,0.00329723,0.063846968,0.005669272,0.109778754,0,0,0,0,0.1,1.90E-11,132,130.3732875,37.89686289,0.013452915,0.052304297,0.007822123,0.05112422,0.061244353,0.050297513,5.106240661,8.15E-11,1.23E+11,0.994782418,0.002666969,0.051642704,0.208,0.071,255,0.985979608,127.8601971,252.6525251,0.51339346,7.289882859,0.913845674,0.889022554,-0.049609375
20120725-14_m_27,level_two,2,level_four,1,14.759,0.445,14.46232409,14.46588479,14.46086398,14.46162655,0.003451705,0.024296606,0.005918295,0.041658977,0,0,0,0,0.1,2.04E-11,131,130.3950075,37.82783523,0.013428412,0.14864441,0.008822062,0.014114244,0.016054932,0.010880284,5.586582419,8.55E-11,41885090249,0.99826604,0.020182548,0.142065295,0.445,0.227,256,0.985156209,127.8819393,252.2904917,0.828046524,8.027756269,1.050368454,1.026074744,-0.04921875
20120725-14_m_27,level_three,3,level_four,1,14.969,0.35,14.81693342,14.81732258,14.81187584,14.81657579,0.003553622,0.034513052,0.006002842,0.058300064,0,0,0,0,0.1,2.57E-11,132,130.9606284,37.99499934,0.013487753,0.10117268,0.020612383,0.026289734,0.031462175,0.025966727,5.330574034,1.21E-10,51074290938,0.998782826,0.010601706,0.102964586,0.35,0.182,255,0.984833014,127.8441428,252.2668568,0.137780425,8.069858333,1.042663073,1.025115089,-0.023632813
20120725-14_m_27,level_four,4,level_four,1,14.24,0.245,14.09976505,14.0985167,14.09483203,14.09956017,0.003214134,0.042278291,0.005487034,0.072175722,0,0,0,0,0.1,2.28E-11,131,130.1761217,37.9328209,0.01346568,0.078411882,0.008781148,0.030417051,0.03717001,0.029660864,5.263429075,1.09E-10,1.72E+11,0.9985304,0.005779536,0.076023261,0.245,0.135,255,0.98516929,127.8760037,252.3957606,0.713773141,7.519801131,0.870614348,0.853499574,0.003125
20120725-14_m_27,level_three,3,level_four,1,14.298,0.155,14.19253673,14.1952835,14.18986062,14.1924842,0.003241122,0.08392336,0.005534991,0.143319206,0,0,0,0,0.1,2.35E-11,132,130.6193664,37.95100153,0.013472134,0.040033956,0.001851491,0.07091364,0.079863692,0.065540779,4.685715292,1.17E-10,36884446454,0.992932756,0.001491506,0.038620024,0.155,0.0495,255,0.986491195,127.8552747,252.769013,0.717165489,6.683902971,0.895169758,0.887787147,-0.024944196
20120725-14_m_27,level_four,4,level_four,1,14.223,0.118,14.17983704,14.18306527,14.17761261,14.17980689,0.003229403,0.110407391,0.005487744,0.187615929,0,0,0,0,0.1,2.22E-11,131,130.2392796,37.748422,0.013400221,0.028131702,0.004666817,0.101632387,0.114878674,0.09653861,4.530343906,1.07E-10,91327899529,0.990117236,0.000855556,0.029249884,0.118,0.042,256,0.986390702,127.9951408,252.6306183,0.019484373,6.463299318,0.847684445,0.823593671,-0.0171875
20120725-14_m_27,level_three,3,level_four,1,14.783,0.546,14.43349952,14.43728365,14.43206412,14.43269152,0.003423651,0.022413578,0.005849734,0.038296391,0,0,0,0,0.1,2.86E-11,133,131.1019508,38.09325089,0.013522631,0.158527371,0.012231257,0.016385438,0.019241653,0.015279926,5.885904459,1.44E-10,1.33E+11,0.998374959,0.023332242,0.15274895,0.551,0.213,256,0.984901375,127.9032345,252.1895038,0.518406636,8.527115284,1.073591236,1.026535597,-0.093164062
20120725-14_m_27,level_four,4,level_four,1,14.372,0.629,14.11524717,14.1177667,14.11274746,14.11328115,0.003241832,0.013758621,0.005485613,0.023281422,0,0,0,0,0.1,3.19E-11,132,130.6390851,37.77599643,0.013410009,0.245255091,0.023040283,0.007745297,0.009191285,0.006713727,5.486119192,1.86E-10,1.15E+11,0.99922063,0.055517677,0.235621895,0.629,0.494,255,0.986115201,127.9453735,252.5102235,0.742801258,8.20142046,0.93065497,0.899830524,0.064257813
20120725-14_m_27,level_one,1,level_four,1,13.569,0.104,13.52246986,13.52464621,13.51994678,13.52244977,0.002977628,0.127722151,0.005037655,0.216084823,0,0,0,0,0.1,1.96E-11,132,130.8664433,37.9186857,0.013460662,0.022662123,0.003862705,0.133906065,0.144208369,0.132176773,4.458131441,9.81E-11,25732237905,0.986948941,0.000543511,0.023313324,0.104,0.032,255,0.987399149,127.9702135,252.8152949,0.446314677,6.354148927,0.76113677,0.741582203,-0.008816964
20120725-14_m_27,level_zero,0,level_zero,0,13.987,0.491,13.66619903,13.66971181,13.66478924,13.66555804,0.00304581,0.023007287,0.005141385,0.038836744,0,0,0,0,0.1,2.40E-11,132,130.8211896,38.03305067,0.01350126,0.137438149,0.007033982,0.017523371,0.019979157,0.017019281,5.814771012,1.25E-10,2.86E+11,0.997496712,0.017525673,0.132384564,0.491,0.199,255,0.985064828,127.8347049,252.2964228,0.829398453,8.37254156,1.002819639,0.974774627,-0.03828125
20120725-14_m_27,level_one,1,level_four,1,13.843,0.387,13.58640727,13.58829613,13.58402281,13.58572808,0.002997869,0.022063606,0.005093428,0.03748642,0,0,0,0,0.1,2.31E-11,131,130.4730199,37.97416958,0.013480358,0.141174065,0.014974455,0.010039077,0.014053473,0.007883943,5.135629496,1.23E-10,1.66E+11,0.998851625,0.018461731,0.135873952,0.387,0.242,256,0.98584976,127.8774759,252.5804927,0.896907622,7.497326861,0.918443101,0.893302113,-0.027539063
20120725-14_m_27,level_zero,0,level_zero,0,14.068,0.463,13.85714899,13.86270748,13.85631188,13.85648775,0.003141335,0.023201255,0.005381883,0.039749478,0,0,0,0,0.1,2.33E-11,133,130.9865368,38.04932691,0.013507038,0.141861162,0.005728587,0.016386626,0.020169291,0.016213656,5.838695158,1.16E-10,81524503567,0.997990718,0.018331821,0.135395055,0.463,0.259,255,0.986044663,127.8327098,252.5539777,0.963793354,8.391501302,0.797375074,0.771325551,-0.014564732
20120725-14_m_27,level_two,2,level_four,1,13.636,0.999,13.47856689,13.50326371,13.49334808,13.47775293,0.003119318,0.021054709,0.005035524,0.033988675,0,0,0,0,0.1,1.41E-10,132,130.5581949,38.01920914,0.013496347,0.128385816,0.080975793,0.01094187,0.012175385,0.00894444,4.243428013,1.38E-09,1.58E+11,0.991466214,0.02194931,0.148152997,1.012,0.0525,255,0.984069067,127.8139821,252.1463739,0.607210053,7.253860706,0.979618068,0.971197347,-0.070703125
20120725-14_m_27,level_three,3,level_four,1,13.538,0.517,13.21290043,13.2126254,13.208,13.21163223,0.00300071,0.016388929,0.00512611,0.02799719,0,0,0,0,0.1,2.58E-11,133,131.0773593,37.96056072,0.013475527,0.191157792,0.019113625,0.007895378,0.010833706,0.006281397,5.323950828,1.37E-10,38172764171,0.999079105,0.033523316,0.183093737,0.517,0.315,255,0.98590785,127.8224678,252.5290033,0.907255625,7.882010682,0.855262873,0.831195732,-0.007142857
20120725-14_m_27,level_three,3,level_four,1,12.898,0.538,12.65512679,12.66132985,12.65696085,12.65419134,0.002665128,0.017317666,0.004530373,0.029437795,0,0,0,0,0.1,2.47E-11,132,131.0311302,37.82336635,0.013426825,0.160175056,0.016489946,0.01089215,0.013912077,0.010416714,5.695133621,1.46E-10,4.51E+11,0.998404486,0.023684126,0.153896479,0.538,0.222,256,0.987848245,127.9403083,252.9915432,0.974228048,8.300075582,0.914930732,0.884718966,-0.026367188
20120725-14_m_27,level_one,1,level_four,1,13.112,0.578,12.91142892,12.91156982,12.91046136,12.91072879,0.002689276,0.019997286,0.004528242,0.033671722,0,0,0,0,0.1,2.24E-11,132,130.1648136,37.71319457,0.013387716,0.139183254,0.014956856,0.01352271,0.015327485,0.012064982,5.668174595,1.31E-10,1.26E+11,0.996874129,0.018085416,0.13448203,0.578,0.138,256,0.986724773,127.8503427,252.7471836,0.863777529,8.225236219,1.129958224,1.14571038,0.046484375
20120725-14_m_27,level_zero,0,level_zero,0,12.946,0.164,12.89015694,12.89219861,12.88761798,12.8900852,0.002770241,0.064403508,0.004676377,0.108717979,0,0,0,0,0.1,2.14E-11,131,130.4332964,37.76180877,0.013404973,0.044319802,0.003720405,0.051136414,0.062202707,0.050904016,4.789083835,1.13E-10,37707005993,0.99599492,0.001850189,0.043013829,0.164,0.059,256,0.988209024,127.9022252,253.1682588,0.878038698,6.836582129,0.88844547,0.853789773,0.035546875
20120725-14_m_27,level_three,3,level_four,1,12.928,0.349,12.822143,12.82453341,12.82015978,12.82182251,0.002762784,0.030469783,0.004688099,0.051703415,0,0,0,0,0.1,2.41E-11,132,130.9164332,37.95230251,0.013472596,0.091473527,0.012026978,0.020744619,0.025599619,0.020146024,5.199647658,1.39E-10,1.96E+11,0.997228399,0.008221578,0.090672917,0.349,0.093,256,0.987533515,127.9496514,252.9755778,0.369265899,7.593350808,0.841843933,0.823266027,0.012109375
20120725-14_m_27,level_four,4,level_four,1,13.103,0.276,12.93939728,12.94230401,12.93619592,12.93903727,0.00277983,0.028795086,0.004709059,0.048779159,0,0,0,0,0.1,2.44E-11,131,130.2012546,37.7039707,0.013384441,0.100319524,0.012338288,0.016656024,0.021562554,0.015667571,5.038618924,1.39E-10,89585380134,0.998923569,0.00931965,0.096538332,0.276,0.2045,256,0.987143111,127.9103655,252.9000912,0.797828234,7.261848687,0.878757334,0.859398729,-0.003404018
20120725-14_m_27,level_one,1,level_four,1,12.798,0.211,12.67207429,12.67346023,12.66948214,12.67196237,0.002661577,0.049965231,0.004503375,0.084540927,0,0,0,0,0.1,2.07E-11,131,130.5405801,37.64027786,0.013361831,0.055139619,0.004177591,0.04322,0.049267026,0.042434719,5.181883658,1.14E-10,23727393509,0.997236349,0.002837541,0.053268576,0.211,0.077,256,0.987709807,127.9702304,252.9814475,0.678396485,7.404692437,0.995825822,0.971348946,-0.046875
20120725-14_m_27,level_zero,0,level_zero,0,13.16,0.281,13.01027077,13.01043352,13.0044,13.00990735,0.002774858,0.02853006,0.004765542,0.048997532,0,0,0,0,0.1,1.97E-11,132,130.2878612,37.91817054,0.013460479,0.101474836,0.007393692,0.016967751,0.018644764,0.013641482,5.152552265,1.03E-10,40748428717,0.998931732,0.009459674,0.097260853,0.281,0.197,255,0.987219598,127.918212,252.8806758,0.888905427,7.375717908,1.008437887,1.002130264,-0.034960938
20120725-14_m_27,level_three,3,level_four,1,14.104,1.32,13.45947483,13.4580473,13.45089803,13.45332943,0.002951349,0.007255858,0.005004973,0.012304669,0,0,0,0,0.1,3.30E-11,131,130.1447464,37.89876468,0.013453591,0.426476511,0.021104309,0.004890998,0.005743595,0.004686602,6.551993088,2.08E-10,7.10E+11,0.998107921,0.165448819,0.406754003,1.32,0.717,256,0.987844707,127.9072872,253.1050881,0.978418849,9.673041019,0.80758411,0.773914113,0.046037946
20120725-14_m_27,level_two,2,level_four,1,13.144,0.438,12.96246023,12.96676651,12.96118089,12.96192794,0.002806108,0.023883582,0.004744938,0.040385514,0,0,0,0,0.1,2.58E-11,132,130.8256414,37.8540416,0.013437714,0.121326009,0.018653035,0.017763218,0.021186877,0.018276954,5.424975531,1.50E-10,1.94E+11,0.99742952,0.013804155,0.117491085,0.438,0.108,255,0.985306421,127.7834878,252.4728803,0.917008896,7.978323305,1.001492258,0.97874116,-0.078710938
20120725-14_m_27,level_one,1,level_four,1,13.389,0.419,13.19733376,13.19974566,13.19419861,13.1966017,0.002822088,0.020298709,0.004741385,0.034103828,0,0,0,0,0.1,2.55E-11,131,130.197318,37.90174799,0.01345465,0.144227525,0.016016774,0.013577426,0.015065157,0.011881044,5.53649354,1.46E-10,5.71E+11,0.999427152,0.019328772,0.139027956,0.419,0.288,255,0.985186551,127.881149,252.4306786,0.72916639,7.997322807,0.928822776,0.902968542,0.001171875
20120725-14_m_27,level_zero,0,level_zero,0,12.982,0.137,12.93376478,12.93490745,12.93092009,12.93372524,0.002799006,0.087502506,0.004763766,0.148924821,0,0,0,0,0.1,2.30E-11,131,130.3974912,37.76330755,0.013405505,0.033126907,0.002803632,0.069558508,0.081409638,0.059075594,4.460403237,1.26E-10,37571604514,0.99183132,0.001023214,0.03198772,0.137,0.039,255,0.985211176,127.8270951,252.4323097,0.965563196,6.363106236,0.834046732,0.810221102,0.016796875
20120725-14_m_27,level_two,2,level_four,1,12.832,0.321,12.62940345,12.62959932,12.62755329,12.62905964,0.00256179,0.027485298,0.004330728,0.046464139,0,0,0,0,0.1,1.91E-11,131,130.4751752,37.60991363,0.013351052,0.097291916,0.004853845,0.022048313,0.025007475,0.021390069,5.529550188,1.07E-10,73375972183,0.998369285,0.008687325,0.093205822,0.324,0.16,256,0.987101295,127.9690379,252.8660821,0.843770257,7.91762348,0.914292474,0.883081409,-0.0640625
20120725-14_m_27,level_one,1,level_four,1,12.443,0.211,12.3994267,12.40157684,12.39754796,12.39933049,0.002620384,0.053636622,0.004470337,0.091503323,0,0,0,0,0.1,1.92E-11,132,130.6013905,37.86520386,0.013441677,0.050137862,0.008233965,0.02229763,0.03043551,0.00848049,4.284100431,1.03E-10,70347902348,0.994848155,0.00238675,0.048854373,0.211,0.07,255,0.987926478,127.941104,253.0004835,0.67654529,6.144602792,1.014518242,0.991951881,0.016015625
20120725-14_m_27,level_zero,0,level_zero,0,12.318,0.223,12.18512632,12.18706009,12.1829424,12.18496486,0.002355469,0.037543325,0.00397833,0.063409777,0,0,0,0,0.1,1.48E-11,132,130.422983,37.65158943,0.013365846,0.064626857,0.007045152,0.027922365,0.034105353,0.026351366,5.194483306,8.27E-11,33701634484,0.99856838,0.003936309,0.062740015,0.223,0.098,255,0.987458544,127.8561825,253.0057862,0.699387772,7.41932001,0.921217376,0.875144837,-0.01328125
20120725-14_m_27,level_two,2,level_four,1,12.151,0.147,12.09400793,12.09612192,12.0923868,12.09395279,0.002337713,0.063995841,0.003949556,0.108120692,0,0,0,0,0.1,1.55E-11,131,130.3689471,37.83454238,0.013430792,0.037121309,0.005246187,0.05672836,0.065374133,0.055783117,4.747729553,8.64E-11,36961652455,0.996629772,0.001334378,0.03652914,0.147,0.049,255,0.987710351,127.8508595,253.0166682,0.459483047,6.794268139,0.873007511,0.837467983,0.018945312
20120725-14_m_27,level_one,1,level_four,1,12.207,0.193,12.06725776,12.06847928,12.06432774,12.06715229,0.002454901,0.048648488,0.004175844,0.082752223,0,0,0,0,0.1,1.55E-11,132,130.4542653,37.7509452,0.013401117,0.052397739,0.004468837,0.027546432,0.03406395,0.01833209,4.402770528,7.93E-11,35649551980,0.996225196,0.002546415,0.050462012,0.193,0.057,255,0.986657389,127.8618179,252.821662,0.722053359,6.68437676,0.823098213,0.800723505,-0.007924107
20120725-14_m_27,level_zero,0,level_zero,0,12.149,0.24,12.03389988,12.038725,12.03329314,12.03360561,0.002393111,0.028431436,0.004091652,0.048611012,0,0,0,0,0.1,1.53E-11,131,129.9812548,37.62143498,0.013355142,0.088193933,0.004455094,0.021879048,0.023284946,0.020503623,5.18097336,8.05E-11,16010551001,0.998578204,0.007084807,0.084171296,0.24,0.167,256,0.988599642,128.020983,253.2324849,0.954321206,7.40408913,0.836716163,0.805737944,-0.010993304
20120725-14_m_27,level_two,2,level_four,1,11.881,0.186,11.77078313,11.77291224,11.76910892,11.77065886,0.002331676,0.043101397,0.003898046,0.072055992,0,0,0,0,0.1,1.52E-11,132,130.842808,37.62330615,0.013355806,0.056127843,0.004445601,0.034529467,0.040505492,0.033817017,5.054551413,8.25E-11,55930661852,0.99834974,0.002926535,0.05409746,0.186,0.085,256,0.98834297,128.0180084,253.1762306,0.505349043,7.216021013,0.922958872,0.891143627,-0.074804688
20120725-14_m_27,level_one,1,level_four,1,12.398,0.243,12.24234614,12.24275226,12.24064181,12.24207313,0.002514205,0.030746111,0.004243694,0.051895978,0,0,0,0,0.1,1.68E-11,132,131.0735877,38.04641416,0.013506004,0.085398715,0.005550004,0.019518475,0.021640729,0.016435511,5.059593631,8.73E-11,20531931473,0.998496931,0.006686838,0.081773091,0.243,0.147,256,0.988200672,127.9986973,253.1193235,0.792559135,7.222585421,0.863828052,0.842300721,-0.0640625
20120725-14_m_27,level_zero,0,level_zero,0,12.308,0.262,12.14606827,12.14715691,12.14405434,12.14584736,0.002434304,0.033224103,0.004083126,0.055727717,0,0,0,0,0.1,1.94E-11,132,130.6906201,37.71088359,0.013386895,0.076546788,0.003922465,0.030097335,0.030432513,0.028765311,5.303589586,1.13E-10,64343435143,0.997254215,0.005368378,0.073269216,0.262,0.128,256,0.988894653,128.0267312,253.3006574,0.903837344,7.576017124,0.821426287,0.79579321,-0.032645089
20120725-14_m_27,level_three,3,level_four,1,12.667,0.32,12.52101739,12.52053341,12.51760918,12.52066099,0.002557173,0.027063392,0.004366607,0.046213219,0,0,0,0,0.1,1.91E-11,131,130.2475836,37.5795851,0.013340286,0.097146604,0.010113198,0.022401258,0.024384693,0.021992508,5.548196808,1.07E-10,36056190688,0.999193122,0.008928035,0.094488277,0.32,0.162,255,0.986597855,127.8228928,252.7786514,0.205351797,7.92891075,0.946553648,0.907031759,-0.016992188
20120725-14_m_27,level_two,2,level_four,1,12.004,0.094,11.95810632,11.95931735,11.95553653,11.95807064,0.002367187,0.081027702,0.00399929,0.136893777,0,0,0,0,0.1,1.77E-11,130,130.0808967,37.78322188,0.013412574,0.030317892,0.001679949,0.056924934,0.06790662,0.047099642,4.206784813,1.01E-10,30797636173,0.993907033,0.00085349,0.029214546,0.094,0.06,256,0.987352732,127.9861181,252.8177291,0.891562905,6.000762069,0.909715721,0.904967261,-0.04921875
